10.441023,10.657901
10.641683,10.730253
10.600701,10.661038
10.579157,10.605914
10.562832,10.54245
10.692574,10.601153
10.680881,10.44521
10.823679,10.618214
10.670076,10.65488
10.650882,10.57118
10.788566,10.581075
10.788993,10.4616165
10.704811,10.359076
10.87042,10.520879
10.855767,10.483408
10.798205,10.434754
10.762434,10.306467
10.617622,10.125094
10.405209,9.96029
10.354673,9.905319
10.386003,10.197008
10.534693,10.482776
10.604306,10.589193
10.628642,10.570269
10.375292,10.78388
10.751624,10.452122
10.925635,10.357293
10.845399,10.211891
10.882505,10.241161
11.024327,10.171751
10.996911,10.183984
10.968273,10.035606
11.081301,10.198274
11.09607,10.25847
11.114834,10.235377
11.235615,10.260033
10.97098,9.970884
10.56266,9.766895
10.34708,9.689309
10.429527,9.996396
10.242501,10.056873
9.955964,10.279779
10.439671,9.858108
10.300191,9.32028
10.277638,9.120699
10.53839,9.369887
10.589087,9.594206
10.410261,9.755044
10.237377,9.61345
10.250632,9.521614
10.166715,9.968633
10.039078,10.154782
10.279277,8.694073
10.081637,6.6583786
9.514803,4.993069
9.257531,3.7520597
10.518,3.9030373
10.726528,4.2413316
10.8593235,4.07278
11.164095,4.600229
10.874712,4.451591
10.620398,4.4297066
10.201306,5.2764935
10.395848,5.928142
10.541559,6.2185044
10.279385,6.702423
10.60513,8.454582
10.644775,8.907946
10.744291,9.167288
10.586379,9.401504
10.542639,9.615887
10.562396,9.801232
10.508046,9.543889
10.507203,9.918275
10.055052,9.792855
9.605574,10.283977
9.744383,9.027381
9.6153145,8.117349
9.4612,7.8880396
9.506957,7.383501
9.568631,7.368637
9.578676,7.7659235
9.405926,7.5247297
9.201925,7.1599493
8.784792,6.7965236
8.868478,6.7739434
8.695491,6.7966905
8.804175,7.009164
8.873658,6.950717
8.272484,8.0983095
7.0213113,8.284778
8.54543,5.9188595
8.659679,3.405308
7.932497,3.262343
6.9954515,3.041888
6.6585946,2.9130847
6.6223307,2.377137
9.511406,2.6706471
8.839942,3.2963266
6.954036,3.5452635
